2.00	3.00	3.00	2.00	2.00	2.00	2.00	2.00	2.00	3.00	0.00	2.00	2.00	3.00	2.00	2.75	2.75	2.75	2.75	2.75	2.75	2.75	2.75	2.75	2.75	2.30	2.30	2.30	2.30	2.30	2.30	2.30	2.30	2.30	2.30	3.80	3.80	3.80	3.80	3.80	3.80	3.80	3.80	3.80	3.80	2.00	2.00	2.00	2.00	2.00	1.00
2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00	2.00	2.75	2.75	2.75	2.75	2.75	2.75	2.75	2.75	2.75	2.75	2.30	2.30	2.30	2.30	2.30	2.30	2.30	2.30	2.30	2.30	3.80	3.80	3.80	3.80	3.80	3.80	3.80	3.80	3.80	3.80	2.00	2.00	2.00	2.00	2.00	1.00
2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	0.00	2.00	2.00	2.75	2.75	2.75	2.75	2.75	2.75	2.75	2.75	2.75	2.75	2.30	2.30	2.30	2.30	2.30	2.30	2.30	2.30	2.30	2.30	3.80	3.80	3.80	3.80	3.80	3.80	3.80	3.80	3.80	3.80	2.00	2.00	2.00	2.00	2.00	1.00
2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	3.00	3.00	2.00	2.00	0.00	2.00	2.75	2.75	2.75	2.75	2.75	2.75	2.75	2.75	2.75	2.75	2.30	2.30	2.30	2.30	2.30	2.30	2.30	2.30	2.30	2.30	3.80	3.80	3.80	3.80	3.80	3.80	3.80	3.80	3.80	3.80	2.00	2.00	2.00	2.00	2.00	1.00
2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	0.00	2.75	2.75	2.75	2.75	2.75	2.75	2.75	2.75	2.75	2.75	2.30	2.30	2.30	2.30	2.30	2.30	2.30	2.30	2.30	2.30	3.80	3.80	3.80	3.80	3.80	3.80	3.80	3.80	3.80	3.80	2.00	2.00	2.00	2.00	2.00	1.00
2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	0.00	2.75	2.75	2.75	3.75	2.75	2.75	2.75	2.75	2.75	2.30	2.30	2.30	2.30	2.30	2.30	2.30	2.30	2.30	2.30	3.80	3.80	3.80	3.80	3.80	3.80	3.80	3.80	3.80	3.80	2.00	2.00	2.00	2.00	2.00	1.00
2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.75	0.00	2.75	2.75	2.75	2.75	2.75	2.75	2.75	2.75	2.30	2.30	2.30	2.30	2.30	2.30	2.30	2.30	2.30	2.30	3.80	3.80	3.80	3.80	3.80	3.80	3.80	3.80	3.80	3.80	2.00	2.00	2.00	2.00	2.00	1.00
2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.75	3.75	0.00	2.75	2.75	2.75	2.75	2.75	2.75	2.75	2.30	2.30	2.30	2.30	2.30	2.30	2.30	2.30	2.30	2.30	3.80	3.80	3.80	3.80	3.80	3.80	3.80	3.80	3.80	3.80	2.00	2.00	2.00	2.00	2.00	1.00
2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.75	2.75	3.75	0.00	2.75	2.75	2.75	2.75	2.75	2.75	2.30	2.30	2.30	2.30	2.30	2.30	2.30	2.30	2.30	2.30	3.80	3.80	3.80	3.80	3.80	3.80	3.80	3.80	3.80	3.80	2.00	2.00	2.00	2.00	2.00	1.00
2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.00	2.75	2.75	2.75	2.75	0.00	2.75	2.75	2.75	2.75	2.75	2.30	2.30	2.30	2.30	2.30	2.30	2.30	2.30	2.30	2.30	3.80	3.80	3.80	3.80	3.80	3.80	3.80	3.80	3.80	3.80	2.00	2.00	2.00	2.00	2.00	1.00
